,gene,bimodal,expo,gamma,longtail,other,winner
9618,Rhobtb1,,2.0,4.0,,,gamma
9619,Rhobtb2,,,2.0,,,gamma
9620,Rhobtb3,,,1.0,,,gamma
9621,Rhoc,1.0,2.0,5.0,1.0,3.0,gamma
9622,Rhod,2.0,2.0,5.0,,,gamma
9623,Rhof,,,2.0,,,gamma
9624,Rhog,1.0,2.0,,,4.0,other
9625,Rhoh,,4.0,1.0,1.0,,expo
9626,Rhoq,,1.0,,2.0,,longtail
9627,Rhot2,2.0,4.0,4.0,,6.0,other
9628,Rhou,,,1.0,,,gamma
9629,Rhov,,1.0,4.0,,,gamma
9630,Rhox5,,,1.0,,,gamma
9631,Rhpn1,,1.0,,,,expo
9632,Ric1,,,1.0,,,gamma
9633,Ric3,,,,,2.0,other
9634,Ric8a,,2.0,1.0,,,expo
9635,Ric8b,,4.0,2.0,,1.0,expo
9636,Rictor,,1.0,2.0,,,gamma
9637,Rida,,,,,1.0,other
9638,Rif1,,1.0,3.0,,2.0,gamma
9639,Rilpl1,1.0,2.0,5.0,,4.0,gamma
9640,Rimbp3,,1.0,,,,expo
9641,Rimklb,,,,,2.0,other
9642,Rims2,,,1.0,,,gamma
9643,Rin1,,,1.0,,5.0,other
9644,Rin2,1.0,,,,,bimodal
9645,Ring1,,4.0,1.0,1.0,1.0,expo
9646,Rinl,,1.0,,,,expo
9647,Riok1,1.0,2.0,,,1.0,expo
9648,Riok3,,5.0,2.0,2.0,,expo
9649,Riox1,,,1.0,,2.0,other
9650,Ripk1,,3.0,,,5.0,other
9651,Ripk2,,3.0,5.0,,4.0,gamma
9652,Ripk3,1.0,1.0,2.0,1.0,3.0,other
9653,Ripor1,,,1.0,,,gamma
9654,Ripor3,,3.0,,,,expo
9655,Ripply3,,2.0,,,,expo
9656,Rit1,1.0,3.0,2.0,,1.0,expo
9657,Rit2,,,,,1.0,other
9658,Rlf,,1.0,2.0,,,gamma
9659,Rlim,,,2.0,,1.0,gamma
9660,Rltpr,1.0,2.0,1.0,,,expo
9661,Rmdn1,,2.0,,,,expo
9662,Rmi1,,,3.0,,1.0,gamma
9663,Rmi2,,,1.0,,,gamma
9664,Rmnd1,,1.0,,,,expo
9665,Rmnd5a,,,,,2.0,other
9666,Rmnd5b,,3.0,1.0,4.0,,longtail
9667,Rn18s,,,,,1.0,other
9668,Rnase4,,5.0,2.0,1.0,1.0,expo
9669,Rnase6,,2.0,2.0,3.0,,longtail
9670,Rnaseh1,,,5.0,,4.0,gamma
9671,Rnaseh2a,,,4.0,,2.0,gamma
9672,Rnaseh2b,,,4.0,,,gamma
9673,Rnaseh2c,,2.0,3.0,,1.0,gamma
9674,Rnasek,,2.0,,,4.0,other
9675,Rnasel,,1.0,6.0,,1.0,gamma
9676,Rnd1,,,,,1.0,other
9677,Rnd2,,1.0,3.0,,1.0,gamma
9678,Rnd3,,4.0,2.0,1.0,1.0,expo
9679,Rnf10,,,,,1.0,other
9680,Rnf11,,2.0,4.0,,1.0,gamma
9681,Rnf113a1,,2.0,4.0,,,gamma
9682,Rnf113a2,,2.0,1.0,,1.0,expo
9683,Rnf114,,1.0,2.0,,,gamma
9684,Rnf115,,1.0,,,,expo
9685,Rnf121,,,,,3.0,other
9686,Rnf122,,,,,1.0,other
9687,Rnf123,,3.0,,5.0,,longtail
9688,Rnf126,,3.0,2.0,,,expo
9689,Rnf13,,,3.0,,1.0,gamma
9690,Rnf130,,3.0,1.0,,1.0,expo
9691,Rnf135,,,,1.0,,longtail
9692,Rnf138,,3.0,1.0,1.0,4.0,other
9693,Rnf141,,,2.0,,4.0,other
9694,Rnf144a,,3.0,,,,expo
9695,Rnf145,1.0,5.0,,,1.0,expo
9696,Rnf146,,2.0,1.0,1.0,,expo
9697,Rnf148,,,,,1.0,other
9698,Rnf149,,,2.0,,,gamma
9699,Rnf152,,,1.0,,,gamma
9700,Rnf157,,,,1.0,,longtail
9701,Rnf167,,3.0,2.0,4.0,,longtail
9702,Rnf168,,1.0,1.0,,2.0,other
9703,Rnf170,1.0,1.0,2.0,,3.0,other
9704,Rnf181,,1.0,4.0,1.0,2.0,gamma
9705,Rnf186,,,1.0,,,gamma
9706,Rnf187,,,1.0,,2.0,other
9707,Rnf19b,,5.0,2.0,,1.0,expo
9708,Rnf207,,1.0,,,,expo
9709,Rnf208,,6.0,3.0,1.0,1.0,expo
9710,Rnf213,,2.0,1.0,2.0,3.0,other
9711,Rnf216,,4.0,1.0,,2.0,expo
9712,Rnf217,,1.0,,,,expo
9713,Rnf219,,,1.0,,,gamma
9714,Rnf220,1.0,1.0,2.0,,,gamma
9715,Rnf227,,1.0,,,,expo
9716,Rnf26,,5.0,6.0,,5.0,gamma
9717,Rnf31,,,1.0,,,gamma
9718,Rnf32,,3.0,1.0,,1.0,expo
9719,Rnf38,,3.0,,,,expo
9720,Rnf39,,,1.0,,,gamma
9721,Rnf4,1.0,3.0,1.0,,,expo
9722,Rnf40,,1.0,4.0,,,gamma
9723,Rnf41,,1.0,1.0,,2.0,other
9724,Rnf44,,2.0,6.0,,3.0,gamma
9725,Rnf5,,,3.0,,1.0,gamma
9726,Rnf7,,1.0,2.0,,1.0,gamma
9727,Rnft1,,3.0,,,2.0,expo
9728,Rnh1,,2.0,,,1.0,expo
9729,Rnpc3,1.0,,3.0,,4.0,other
9730,Rnpep,,,6.0,,2.0,gamma
9731,Rnpepl1,,,,6.0,,longtail
9732,Rnps1,,1.0,2.0,,,gamma
9733,Rnu6,,1.0,,,,expo
9734,Rock1,,4.0,2.0,,2.0,expo
9735,Rock2,,1.0,2.0,,1.0,gamma
9736,Rod1,,,1.0,,,gamma
9737,Rogdi,1.0,1.0,2.0,,,gamma
9738,Rom1,,,,,1.0,other
9739,Romo1,,1.0,3.0,,1.0,gamma
9740,Ropn1l,,,,,1.0,other
9741,Ror1,,1.0,,,,expo
9742,Ror2,,1.0,,,,expo
9743,Rorc,,1.0,4.0,1.0,,gamma
9744,Rp1l1,,,,,2.0,other
9745,Rp2,,,,,1.0,other
9746,Rp23-297j14,1.0,,,2.0,1.0,longtail
9747,Rp9,,,,,1.0,other
9748,Rpa1,,,3.0,,,gamma
9749,Rpa2,,1.0,7.0,,1.0,gamma
9750,Rpa3,,,2.0,,4.0,other
9751,Rpain,1.0,3.0,1.0,,2.0,expo
9752,Rpap1,,,,,2.0,other
9753,Rpap2,2.0,2.0,1.0,,3.0,other
9754,Rpap3,,,2.0,,,gamma
9755,Rpe,1.0,3.0,4.0,,2.0,gamma
9756,Rpf2,,1.0,4.0,1.0,1.0,gamma
9757,Rpgr,,,4.0,,,gamma
9758,Rpgrip1,,,1.0,,2.0,other
9759,Rpia,,,1.0,,,gamma
9760,Rpl10,,2.0,,,,expo
9761,Rpl10a,,3.0,,1.0,2.0,expo
9762,Rpl12,1.0,1.0,2.0,,,gamma
9763,Rpl13,,,2.0,,,gamma
9764,Rpl13-ps1,,1.0,,,,expo
9765,Rpl13a,,3.0,4.0,,5.0,other
9766,Rpl14,,3.0,1.0,,2.0,expo
9767,Rpl14 ,,,1.0,,2.0,other
9768,Rpl14-ps1,,,1.0,,,gamma
9769,Rpl18,2.0,1.0,3.0,,2.0,gamma
9770,Rpl18a,,,2.0,,4.0,other
9771,Rpl21,,1.0,,,,expo
9772,Rpl22,,2.0,1.0,,6.0,other
9773,Rpl22l1,,4.0,,,,expo
9774,Rpl23,1.0,,,,,bimodal
9775,Rpl24,,1.0,4.0,,2.0,gamma
9776,Rpl27,1.0,1.0,2.0,,4.0,other
9777,Rpl27a,1.0,,5.0,,3.0,gamma
9778,Rpl28,,1.0,,,,expo
9779,Rpl29,,5.0,4.0,1.0,,expo
9780,Rpl3,,4.0,2.0,1.0,,expo
9781,Rpl3-ps2,,,,,1.0,other
9782,Rpl30,,,,1.0,,longtail
9783,Rpl31,,3.0,4.0,1.0,2.0,gamma
9784,Rpl31 ,,2.0,,,,expo
9785,Rpl31-ps12,,2.0,,,,expo
9786,Rpl32,,1.0,2.0,,,gamma
9787,Rpl34,,,1.0,,,gamma
9788,Rpl35a,,1.0,,,,expo
9789,Rpl36,,,,,1.0,other
9790,Rpl36a,,4.0,,,1.0,expo
9791,Rpl36al,,,2.0,,5.0,other
9792,Rpl37a,,2.0,,1.0,1.0,expo
9793,Rpl38,,,2.0,,1.0,gamma
9794,Rpl39,,,4.0,,1.0,gamma
9795,Rpl39-ps,,1.0,,,,expo
9796,Rpl4,1.0,3.0,5.0,,,gamma
9797,Rpl41,,1.0,8.0,,2.0,gamma
9798,Rpl5 ,,,2.0,,,gamma
9799,Rpl6,,1.0,,,,expo
9800,Rpl7,,1.0,2.0,,1.0,gamma
9801,Rpl7l1,,1.0,6.0,,,gamma
9802,Rpl9,,2.0,1.0,,,expo
9803,Rplp1,1.0,2.0,,,1.0,expo
9804,Rpn1,,1.0,2.0,,,gamma
9805,Rpn2,,1.0,2.0,,1.0,gamma
9806,Rpo1-4,1.0,,2.0,,4.0,other
9807,Rpp14,,,2.0,,,gamma
9808,Rpp30,,,2.0,,1.0,gamma
9809,Rpp38,,2.0,,,,expo
9810,Rpp40,,,,,2.0,other
9811,Rprd1b,1.0,,2.0,,1.0,gamma
9812,Rprm,,,2.0,,,gamma
9813,Rprml,2.0,,,,,bimodal
9814,Rps11,1.0,,2.0,1.0,,gamma
9815,Rps13,,1.0,4.0,,,gamma
9816,Rps14,1.0,2.0,5.0,1.0,1.0,gamma
9817,Rps15,,4.0,2.0,,,expo
9818,Rps15a,,1.0,,,5.0,other
9819,Rps15a-ps6,,1.0,,,,expo
9820,Rps16,,2.0,1.0,,1.0,expo
9821,Rps17,1.0,3.0,2.0,,1.0,expo
9822,Rps18,1.0,4.0,1.0,,1.0,expo
9823,Rps19,,4.0,2.0,1.0,,expo
9824,Rps19bp1,,,1.0,,,gamma
9825,Rps2,,3.0,2.0,,2.0,expo
9826,Rps2-ps13,,1.0,,,,expo
9827,Rps20,,2.0,1.0,,,expo
9828,Rps21,1.0,3.0,,,,expo
9829,Rps24,,6.0,5.0,1.0,2.0,expo
9830,Rps25,,1.0,2.0,,1.0,gamma
9831,Rps27,,3.0,1.0,1.0,,expo
9832,Rps27rt,,,,,1.0,other
9833,Rps28,,1.0,1.0,,2.0,other
9834,Rps3,,4.0,3.0,1.0,1.0,expo
9835,Rps3a1,,3.0,1.0,,,expo
9836,Rps4x,,2.0,1.0,,,expo
9837,Rps4y2,,1.0,,,,expo
9838,Rps6-ps1,,,1.0,,,gamma
9839,Rps6ka1,,1.0,1.0,,3.0,other
9840,Rps6ka2,,2.0,,,,expo
9841,Rps6ka3,1.0,3.0,1.0,,,expo
9842,Rps6ka4,,,2.0,1.0,,gamma
9843,Rps6ka6,,1.0,,,,expo
9844,Rps6kb1,,,2.0,,,gamma
9845,Rps6kb2,,,,1.0,,longtail
9846,Rps6kc1,,,1.0,,,gamma
9847,Rps7,,1.0,2.0,1.0,1.0,gamma
9848,Rps8,,,2.0,,,gamma
9849,Rps9,1.0,1.0,2.0,,4.0,other
9850,Rpsa,,2.0,,1.0,1.0,expo
9851,Rpusd4,,2.0,,,1.0,expo
9852,Rrad,,,5.0,,1.0,gamma
9853,Rragb,,1.0,,,,expo
9854,Rras,,1.0,2.0,,6.0,other
9855,Rras2,,2.0,3.0,,1.0,gamma
9856,Rrbp1,,2.0,1.0,,,expo
9857,Rreb1,,2.0,2.0,6.0,1.0,longtail
9858,Rrm1,,,7.0,,,gamma
9859,Rrm2,,,7.0,,,gamma
9860,Rrn3,,,2.0,,,gamma
9861,Rrp12,,1.0,5.0,,1.0,gamma
9862,Rrp15,,,3.0,,,gamma
9863,Rrp1b,,,1.0,,,gamma
9864,Rrp36,,,,,1.0,other
9865,Rrp7a,,,3.0,,,gamma
9866,Rrp8,,,2.0,,,gamma
9867,Rrp9,,2.0,1.0,1.0,,expo
9868,Rrs1,,2.0,1.0,,,expo
9869,Rsad1,,,1.0,,,gamma
9870,Rsad2,,3.0,7.0,,1.0,gamma
9871,Rsbn1l,1.0,,1.0,,4.0,other
9872,Rsf1,,,,,1.0,other
9873,Rshl2a,1.0,3.0,,,,expo
9874,Rsl1d1,,,3.0,,,gamma
9875,Rsph1,,,2.0,,3.0,other
9876,Rsph10b,,,1.0,,,gamma
9877,Rsph3a,,2.0,,,1.0,expo
9878,Rsph3b,,4.0,,,,expo
9879,Rsph4a,,1.0,,,,expo
9880,Rspo3,,,,,1.0,other
9881,Rspry1,,2.0,1.0,,3.0,other
9882,Rsrc1,,3.0,6.0,,1.0,gamma
9883,Rsrc2,,2.0,,,3.0,other
9884,Rsrp1,,3.0,,2.0,,expo
9885,Rsu1,,1.0,2.0,,,gamma
9886,Rtca,,3.0,,,,expo
9887,Rtcb,,1.0,2.0,,1.0,gamma
9888,Rtel1,1.0,,,,,bimodal
9889,Rtf2,,,,,1.0,other
9890,Rtkn,1.0,,4.0,,1.0,gamma
9891,Rtkn2,,1.0,4.0,,2.0,gamma
9892,Rtl10,,,1.0,,,gamma
9893,Rtn3,1.0,7.0,2.0,,4.0,expo
9894,Rtn4,,1.0,5.0,,4.0,gamma
9895,Rtn4ip1,,2.0,3.0,,,gamma
9896,Rtn4rl2,,,1.0,,,gamma
9897,Rttn,,1.0,2.0,,,gamma
9898,Rubcn,,3.0,,,,expo
9899,Rubcnl,,,,,1.0,other
9900,Rufy1,1.0,,2.0,3.0,,longtail
9901,Rufy3,,2.0,1.0,,,expo
9902,Rufy4,,,3.0,,1.0,gamma
9903,Rundc3a,1.0,,,2.0,,longtail
9904,Runx1,,1.0,5.0,,3.0,gamma
9905,Runx1t1,,3.0,1.0,,2.0,expo
9906,Runx2,,,3.0,,2.0,gamma
9907,Runx2os2,,,1.0,,,gamma
9908,Runx3,,1.0,,,4.0,other
9909,Rusc1,,2.0,3.0,1.0,,gamma
9910,Rusf1,,,,1.0,,longtail
9911,Ruvbl1,,,3.0,,,gamma
9912,Ruvbl2,,1.0,3.0,,1.0,gamma
9913,Rwdd1,1.0,4.0,,,,expo
9914,Rwdd3,,,,,1.0,other
9915,Rxra,2.0,3.0,4.0,,2.0,gamma
9916,Rxrb,,2.0,,,1.0,expo
9917,Rybp,,1.0,2.0,,3.0,other
9918,Ryk,,7.0,5.0,,,expo
9919,Ryr2,,,1.0,,,gamma
9920,S100a1,,,6.0,,,gamma
9921,S100a10,,2.0,2.0,,4.0,other
9922,S100a11,,6.0,3.0,,,expo
9923,S100a13,,,7.0,,,gamma
9924,S100a14,,,1.0,,,gamma
9925,S100a16,,,,,1.0,other
9926,S100a2,,2.0,1.0,,,expo
9927,S100a3,1.0,,4.0,,2.0,gamma
9928,S100a4,,2.0,3.0,,2.0,gamma
9929,S100a5,,,1.0,,,gamma
9930,S100a6,,2.0,2.0,,3.0,other
9931,S100a8,,3.0,6.0,,,gamma
9932,S100a9,,6.0,3.0,,,expo
9933,S100g,,,1.0,,,gamma
9934,S1pr1,,2.0,3.0,,,gamma
9935,S1pr2,,,,1.0,,longtail
9936,S1pr4,1.0,,2.0,,,gamma
9937,S3-12,,,1.0,,,gamma
9938,Saa3,1.0,2.0,1.0,,,expo
9939,Saal1,,,1.0,,3.0,other
9940,Sacs,,1.0,3.0,,2.0,gamma
9941,Sae1,1.0,3.0,2.0,,5.0,other
9942,Safb,,2.0,,,,expo
9943,Safb2,,5.0,,,3.0,expo
9944,Samd1,,1.0,,,,expo
9945,Samd10,,,1.0,,,gamma
9946,Samd11,,,1.0,,,gamma
9947,Samd13,,1.0,,,,expo
9948,Samd14,,1.0,3.0,,4.0,other
9949,Samd15,,1.0,,,,expo
9950,Samd3,3.0,2.0,1.0,,2.0,bimodal
9951,Samd8,,2.0,1.0,,4.0,other
9952,Samd9l,,3.0,,,,expo
9953,Samhd1,1.0,4.0,5.0,,3.0,gamma
9954,Samsn1,,4.0,2.0,1.0,,expo
9955,Sap130,,,3.0,,,gamma
9956,Sap18,,2.0,,,1.0,expo
9957,Sap30,,1.0,2.0,6.0,,longtail
9958,Sap30bp,,2.0,2.0,,3.0,other
9959,Sapcd2,,,2.0,,,gamma
9960,Saps1,1.0,,,3.0,,longtail
9961,Saps2,,1.0,,1.0,2.0,other
9962,Sar1a,,1.0,2.0,,4.0,other
9963,Sar1b,,2.0,3.0,1.0,2.0,gamma
9964,Sardh,,,,,2.0,other
9965,Sarm1,,1.0,,,,expo
9966,Sars2,2.0,,3.0,,,gamma
9967,Sart1,,,2.0,,1.0,gamma
9968,Sash3,,3.0,1.0,,,expo
9969,Sass6,,1.0,5.0,,1.0,gamma
9970,Sat1,,,4.0,,,gamma
9971,Satb1,,2.0,4.0,,1.0,gamma
9972,Sav1,,4.0,2.0,1.0,5.0,other
9973,Saysd1,,,,,2.0,other
9974,Sbds,,1.0,2.0,,5.0,other
9975,Sbf1,,3.0,1.0,,,expo
9976,Sbf2,,,2.0,,,gamma
9977,Sbk1,,,1.0,2.0,1.0,longtail
9978,Sbno2,1.0,,1.0,,4.0,other
9979,Sbsn,,1.0,1.0,,3.0,other
9980,Sc4mol,,,1.0,4.0,,longtail
9981,Sc5d,,,,1.0,2.0,other
9982,Scaf1,,,1.0,,,gamma
9983,Scaf11,1.0,1.0,5.0,,2.0,gamma
9984,Scaf8,,1.0,1.0,,2.0,other
9985,Scamp1,1.0,1.0,,6.0,,longtail
9986,Scamp4,,,3.0,,5.0,other
9987,Scamp5,,1.0,,,,expo
9988,Scand1,,,1.0,,,gamma
9989,Scap,,1.0,2.0,,5.0,other
9990,Scaper,,,1.0,,,gamma
9991,Scara5,1.0,,,,,bimodal
9992,Scarb1,,5.0,1.0,1.0,,expo
9993,Scarb2,,1.0,,,,expo
9994,Scarf1,,1.0,,,,expo
9995,Scarf2,1.0,5.0,1.0,,2.0,expo
9996,Scart1,,1.0,,,,expo
9997,Scart2,,,1.0,,,gamma
9998,Sccpdh,,3.0,6.0,1.0,,gamma
9999,Scd1,,,4.0,,5.0,other
10000,Scd2,,,7.0,,4.0,gamma
10001,Scd3,,1.0,,,,expo
10002,Scel,,,1.0,,,gamma
10003,Scfd1,,1.0,2.0,,3.0,other
10004,Scfd2,,2.0,1.0,,1.0,expo
10005,Scg2,,1.0,,,,expo
10006,Scg3,,,1.0,,,gamma
10007,Scg5,,3.0,1.0,2.0,,expo
10008,Scgb1b2,,,,,2.0,other
10009,Scgb1b27,,,,,1.0,other
10010,Schip1,,1.0,,,,expo
10011,Scimp,,,1.0,,,gamma
10012,Scin,,,3.0,2.0,,gamma
10013,Sclt1,,2.0,,,,expo
10014,Scly,,1.0,5.0,,2.0,gamma
10015,Scmh1,1.0,2.0,,1.0,4.0,other
10016,Scml2,,,1.0,,,gamma
10017,Scml4,,5.0,4.0,,,expo
10018,Scn11a,,1.0,,,,expo
10019,Scn1a,,,1.0,,,gamma
10020,Scn1b,,,2.0,,3.0,other
10021,Scn2a,,,1.0,,,gamma
10022,Scn2b,,1.0,,,,expo
10023,Scn3a,,,1.0,,,gamma
10024,Scn3b,,1.0,,,,expo
10025,Scn7a,,1.0,,,,expo
10026,Scnm1,,1.0,,,3.0,other
10027,Scnn1a,,1.0,,,,expo
10028,Scnn1b,,,1.0,,,gamma
10029,Sco1,,5.0,,3.0,,expo
10030,Scoc,1.0,5.0,1.0,1.0,3.0,expo
10031,Scotin,,1.0,3.0,,1.0,gamma
10032,Scp2,,,,,1.0,other
10033,Scpep1,,,2.0,,,gamma
10034,Scrib,,,2.0,,4.0,other
10035,Scrn1,,,1.0,,,gamma
10036,Scrn2,1.0,1.0,1.0,,2.0,other
10037,Scrn3,,2.0,2.0,1.0,3.0,other
10038,Scrt1,,,1.0,,,gamma
10039,Sct,,,1.0,,,gamma
10040,Scube1,,,,1.0,2.0,other
10041,Scube2,,1.0,,,,expo
10042,Scyl1,1.0,,1.0,,3.0,other
10043,Scyl2,,1.0,2.0,,,gamma
10044,Sdad1,1.0,,5.0,,1.0,gamma
10045,Sdc1,,2.0,1.0,,1.0,expo
10046,Sdc2,,1.0,,,,expo
10047,Sdc4,,6.0,3.0,,2.0,expo
10048,Sdcbp2,,1.0,6.0,,2.0,gamma
10049,Sdccag1,,1.0,2.0,,,gamma
10050,Sdccag3,,1.0,6.0,,4.0,gamma
10051,Sde2,,3.0,,,,expo
10052,Sdf2,,3.0,1.0,,1.0,expo
10053,Sdf2l1,,3.0,1.0,,,expo
10054,Sdf4,,4.0,1.0,,2.0,expo
10055,Sdha,,,2.0,,,gamma
10056,Sdhaf2,,1.0,1.0,,2.0,other
10057,Sdhaf4,,,1.0,,,gamma
10058,Sdhb,,2.0,5.0,,,gamma
10059,Sdhc,,,3.0,,2.0,gamma
10060,Sdhd,,1.0,2.0,,1.0,gamma
10061,Sdk1,,1.0,,,,expo
10062,Sdk2,1.0,,,,3.0,other
10063,Sdpr,,,1.0,,,gamma
10064,Sdr39u1,,2.0,1.0,,,expo
10065,Sdr42e1,,1.0,,,,expo
10066,Sdsl,,,,1.0,,longtail
10067,Sec1,,,,,2.0,other
10068,Sec11a,1.0,2.0,1.0,,,expo
10069,Sec11c,,2.0,3.0,,4.0,other
10070,Sec13,,1.0,3.0,,1.0,gamma
10071,Sec14l1,,2.0,,,6.0,other
10072,Sec14l2,,4.0,,,3.0,expo
10073,Sec14l5,,,,,1.0,other
10074,Sec16a,,4.0,2.0,,,expo
10075,Sec16b,,1.0,,,,expo
10076,Sec22b,,2.0,,,,expo
10077,Sec23a,,2.0,1.0,,3.0,other
10078,Sec23b,,1.0,,,,expo
10079,Sec23ip,,1.0,2.0,,1.0,gamma
10080,Sec24a,,1.0,,,2.0,other
10081,Sec24b,,1.0,2.0,,5.0,other
10082,Sec24c,,4.0,1.0,,1.0,expo
10083,Sec31b,,1.0,,,,expo
10084,Sec61a1,1.0,2.0,3.0,1.0,1.0,gamma
10085,Sec61b,,5.0,1.0,,2.0,expo
10086,Sec61g,,3.0,2.0,1.0,,expo
10087,Secisbp2l,,2.0,1.0,,,expo
10088,Sel1l3,,,1.0,,,gamma
10089,Sele,,1.0,,,,expo
10090,Selenbp1,,1.0,3.0,,,gamma
10091,Selenbp2,,,3.0,,2.0,gamma
10092,Selenoh,1.0,,,,,bimodal
10093,Selenok,,1.0,3.0,,,gamma
10094,Selenom,,1.0,2.0,,1.0,gamma
10095,Selenon,,,1.0,,,gamma
10096,Selenoo,,,,,1.0,other
10097,Selenos,,1.0,,,,expo
10098,Selenot,,,3.0,,,gamma
10099,Selk,,,2.0,,,gamma
10100,Sell,,4.0,1.0,1.0,,expo
10101,Selp,,3.0,2.0,,,expo
10102,Selplg,,1.0,1.0,,2.0,other
10103,Selt,,,2.0,,,gamma
10104,Sem1,,1.0,,,,expo
10105,Sema3a,,1.0,,,,expo
10106,Sema3b,1.0,,2.0,1.0,,gamma
10107,Sema3f,,1.0,1.0,2.0,,longtail
10108,Sema4a,,3.0,2.0,,1.0,expo
10109,Sema4f,,1.0,2.0,,,gamma
10110,Sema5a,,,1.0,,,gamma
10111,Sema6a,,,2.0,,,gamma
10112,Sema6b,,1.0,8.0,,3.0,gamma
10113,Sema7a,,,3.0,,,gamma
10114,Senp1,,7.0,,,1.0,expo
10115,Senp3,,,1.0,,3.0,other
10116,Senp5,,3.0,,1.0,,expo
10117,Senp6,1.0,,2.0,,3.0,other
10118,Senp7,,,1.0,,4.0,other
10119,Senp8,,,1.0,,4.0,other
10120,Sep15,,,,,1.0,other
10121,Sephs1,1.0,1.0,2.0,,5.0,other
10122,Sepn1,1.0,1.0,,,3.0,other
10123,Sepp1,,1.0,3.0,,,gamma
10124,Sept11,,,1.0,,,gamma
10125,Sept2,,3.0,,,,expo
10126,Sept5,,1.0,,,,expo
10127,Sept6,1.0,2.0,3.0,1.0,2.0,gamma
10128,Sept7,,,,,2.0,other
10129,Sept8,,1.0,4.0,,1.0,gamma
10130,Sept9,,,1.0,,,gamma
10131,Septin10,,1.0,,,,expo
10132,Septin3,,,1.0,,,gamma
10133,Septin4,,,2.0,,1.0,gamma
10134,Septin5,,1.0,,,,expo
10135,Septin6,,1.0,2.0,,1.0,gamma
10136,Septin7,,,,,1.0,other
10137,Septin9,,1.0,,,,expo
10138,Sepw1,,5.0,3.0,,1.0,expo
10139,Serac1,,2.0,1.0,1.0,,expo
10140,Serbp1,,2.0,6.0,,1.0,gamma
10141,Serf1,,1.0,5.0,,2.0,gamma
10142,Serhl,2.0,2.0,6.0,,4.0,gamma
10143,Serinc2,,,1.0,,,gamma
10144,Serinc3,,,3.0,,,gamma
10145,Serpina10,,,1.0,,,gamma
10146,Serpina3b,,,1.0,,,gamma
10147,Serpina3e-ps,,1.0,,,,expo
10148,Serpina3f,,5.0,2.0,,,expo
10149,Serpina3g,,1.0,3.0,2.0,1.0,gamma
10150,Serpina3i,,1.0,,,,expo
10151,Serpina5,1.0,,,,,bimodal
10152,Serpina9,,1.0,,,,expo
10153,Serpinb10,,1.0,2.0,,,gamma
10154,Serpinb1a,,1.0,3.0,1.0,1.0,gamma
10155,Serpinb1b,,,1.0,,,gamma
10156,Serpinb2,,,1.0,,,gamma
10157,Serpinb5,,,2.0,,1.0,gamma
10158,Serpinb6a,,2.0,3.0,1.0,2.0,gamma
10159,Serpinb6b,,4.0,2.0,,2.0,expo
10160,Serpinb6e,,,1.0,,,gamma
10161,Serpinc1,,,1.0,,2.0,other
10162,Serpind1,,,1.0,,,gamma
10163,Serpine1,,2.0,1.0,,,expo
10164,Serpine2,,3.0,1.0,,,expo
10165,Serpinf1,,4.0,5.0,,2.0,gamma
10166,Serpinf2,,,1.0,,,gamma
10167,Serping1,,,,,1.0,other
10168,Serpinh1,,1.0,,,,expo
10169,Serpini1,,,1.0,,2.0,other
10170,Sertad1,,1.0,5.0,,1.0,gamma
10171,Sertad3,,1.0,6.0,1.0,1.0,gamma
10172,Sertad4,,1.0,,,,expo
10173,Sesn1,,2.0,3.0,,,gamma
10174,Sesn2,,,1.0,,2.0,other
10175,Sesn3,1.0,2.0,,,,expo
10176,Set,,1.0,3.0,,,gamma
10177,Setbp1,,4.0,,,,expo
10178,Setd1b,,4.0,1.0,2.0,,expo
10179,Setd3,,4.0,,,,expo
10180,Setd4,1.0,5.0,1.0,4.0,2.0,expo
10181,Setd5,,1.0,,,,expo
10182,Setd6,,,4.0,,3.0,gamma
10183,Setd7,,3.0,2.0,,,expo
10184,Setd8,,1.0,3.0,,,gamma
10185,Setdb1,,2.0,3.0,,1.0,gamma
10186,Setx,,3.0,,,,expo
10187,Sez6l2,,4.0,1.0,,1.0,expo
10188,Sf1,,2.0,2.0,,6.0,other
10189,Sf3a1,,,3.0,,,gamma
10190,Sf3a2,,1.0,2.0,,1.0,gamma
10191,Sf3a3,,,8.0,,2.0,gamma
10192,Sf3b1,,3.0,2.0,,1.0,expo
10193,Sf3b2,,,1.0,,3.0,other
10194,Sf3b4,,1.0,3.0,,2.0,gamma
10195,Sf3b5,,,3.0,,,gamma
10196,Sf3b6,,2.0,1.0,,,expo
10197,Sfi1,,1.0,,,,expo
10198,Sfmbt2,,2.0,1.0,,,expo
10199,Sfpq,,3.0,2.0,,2.0,expo
10200,Sfr1,,3.0,1.0,,1.0,expo
10201,Sfrp1,,,1.0,,,gamma
10202,Sfrp2,,,,,6.0,other
10203,Sfrs1,,,3.0,,4.0,other
10204,Sfrs17b,,,1.0,,,gamma
10205,Sfrs3,,1.0,,,,expo
10206,Sfrs5,,,1.0,,,gamma
10207,Sfrs6,,1.0,4.0,,,gamma
10208,Sfrs7,,,1.0,,,gamma
10209,Sfrs9,,,,,1.0,other
10210,Sfswap,,2.0,1.0,1.0,,expo
10211,Sft2d2,,2.0,3.0,,2.0,gamma
10212,Sft2d3,,,,,1.0,other
10213,Sftpb,,,,,2.0,other
10214,Sftpd,,2.0,1.0,,1.0,expo
