,gene,bimodal,expo,gamma,longtail,other,winner
10215,Sfxn1,,,6.0,,2.0,gamma
10216,Sfxn2,,,3.0,,2.0,gamma
10217,Sgca,,,1.0,,,gamma
10218,Sgcb,,2.0,5.0,,4.0,gamma
10219,Sgf29,,,2.0,,1.0,gamma
10220,Sgip1,,1.0,1.0,,3.0,other
10221,Sgk1,,1.0,6.0,1.0,2.0,gamma
10222,Sgms1,,1.0,2.0,,,gamma
10223,Sgms2,1.0,,,,,bimodal
10224,Sgol1,,4.0,7.0,,,gamma
10225,Sgol2,,,5.0,,,gamma
10226,Sgpl1,,3.0,,,5.0,other
10227,Sgsm2,,,1.0,,,gamma
10228,Sgsm3,,3.0,2.0,1.0,1.0,expo
10229,Sgta,,1.0,2.0,,,gamma
10230,Sgtb,,3.0,2.0,,1.0,expo
10231,Sh2b3,,1.0,2.0,,,gamma
10232,Sh2d1b1,,1.0,,,,expo
10233,Sh2d2a,,2.0,1.0,,1.0,expo
10234,Sh2d4a,,,,1.0,,longtail
10235,Sh2d6,,,1.0,,,gamma
10236,Sh3bgr,,,,,1.0,other
10237,Sh3bgrl,1.0,2.0,2.0,,3.0,other
10238,Sh3bp1,,2.0,,,5.0,other
10239,Sh3bp2,,,1.0,,,gamma
10240,Sh3bp4,,,1.0,,,gamma
10241,Sh3bp5l,,1.0,,,,expo
10242,Sh3d21,,,1.0,,,gamma
10243,Sh3gl2,,,,,1.0,other
10244,Sh3gl3,,,3.0,,2.0,gamma
10245,Sh3kbp1,,,4.0,,1.0,gamma
10246,Sh3pxd2a,,1.0,,,,expo
10247,Sh3pxd2b,1.0,1.0,1.0,,6.0,other
10248,Sh3rf1,,1.0,,,,expo
10249,Sh3rf2,,,1.0,,,gamma
10250,Sh3rf3,,,1.0,,,gamma
10251,Sh3tc1,,,1.0,,,gamma
10252,Sh3tc2,,,1.0,,,gamma
10253,Sh3yl1,,,4.0,,,gamma
10254,Shank3,,,,1.0,,longtail
10255,Shc1,,1.0,2.0,,1.0,gamma
10256,Shc3,,1.0,,,,expo
10257,Shcbp1,,3.0,6.0,,,gamma
10258,She,,1.0,,2.0,1.0,longtail
10259,Shh,,2.0,2.0,,4.0,other
10260,Shisa2,,,1.0,,,gamma
10261,Shisa3,,,,,1.0,other
10262,Shisa5,,2.0,1.0,,,expo
10263,Shisa7,,,,,1.0,other
10264,Shisal2b,,,1.0,,,gamma
10265,Shld1,,,,,2.0,other
10266,Shld2,,,1.0,,,gamma
10267,Shmt1,,,2.0,,,gamma
10268,Shmt2,,,4.0,,1.0,gamma
10269,Shoc2,,,,,2.0,other
10270,Shox2,,,1.0,,,gamma
10271,Shprh,,,1.0,,,gamma
10272,Shq1,,,4.0,,2.0,gamma
10273,Shroom2,,,1.0,,,gamma
10274,Shroom3,,1.0,2.0,,4.0,other
10275,Shtn1,,2.0,,,,expo
10276,Siah1a,,7.0,2.0,1.0,,expo
10277,Siah1b,1.0,,,,,bimodal
10278,Siah2,,3.0,1.0,1.0,2.0,expo
10279,Siah3,,,,,1.0,other
10280,Sidt2,,2.0,3.0,,6.0,other
10281,Sigirr,,1.0,2.0,1.0,,gamma
10282,Siglecf,,,,,1.0,other
10283,Siglecg,,1.0,2.0,3.0,,longtail
10284,Siglech,,1.0,5.0,,2.0,gamma
10285,Sigmar1,,1.0,3.0,,,gamma
10286,Sik1,1.0,3.0,,1.0,,expo
10287,Sik3,,1.0,,,,expo
10288,Sil1,1.0,3.0,,,2.0,expo
10289,Silg111,,,1.0,,,gamma
10290,Sin3a,,3.0,1.0,,2.0,expo
10291,Sinhcaf,,,2.0,,,gamma
10292,Sip1,,,3.0,,1.0,gamma
10293,Sipa1l1,,1.0,2.0,,,gamma
10294,Sirpb1,,,1.0,,,gamma
10295,Sirpb1a,,,3.0,,,gamma
10296,Sirt1,,1.0,2.0,2.0,4.0,other
10297,Sirt2,,1.0,,,2.0,other
10298,Sirt3,,,1.0,,4.0,other
10299,Sirt6,1.0,3.0,4.0,,1.0,gamma
10300,Sit1,,2.0,,,,expo
10301,Siva1,,3.0,4.0,,,gamma
10302,Six1,,1.0,,,,expo
10303,Six2,,,,,1.0,other
10304,Six4,,1.0,,,,expo
10305,Six5,,5.0,,,,expo
10306,Ska1,,,2.0,,,gamma
10307,Ska2,,,,,2.0,other
10308,Skap1,,4.0,,1.0,,expo
10309,Ski,,3.0,2.0,,1.0,expo
10310,Skida1,,1.0,,,,expo
10311,Skil,,1.0,3.0,,7.0,other
10312,Skint1,,,1.0,,,gamma
10313,Skint2,,,1.0,,,gamma
10314,Skint7,,,1.0,,,gamma
10315,Skiv2l,,1.0,,,,expo
10316,Skiv2l2,,1.0,4.0,,,gamma
10317,Skp1a,,2.0,3.0,,,gamma
10318,Skp2,1.0,1.0,7.0,,1.0,gamma
10319,Sla,,,3.0,1.0,2.0,gamma
10320,Sla2,,,,,1.0,other
10321,Slain1,,,4.0,,,gamma
10322,Slain2,1.0,2.0,1.0,,,expo
10323,Slamf1,,2.0,3.0,,,gamma
10324,Slamf7,,1.0,4.0,,,gamma
10325,Slamf8,,1.0,,,,expo
10326,Slamf9,,,2.0,,3.0,other
10327,Slbp,,,,,2.0,other
10328,Slc10a1,,1.0,,,,expo
10329,Slc10a3,,,4.0,,2.0,gamma
10330,Slc10a3-ubl4,,,2.0,,,gamma
10331,Slc10a3-ubl4 ,,,2.0,,,gamma
10332,Slc10a4,,,2.0,,3.0,other
10333,Slc10a7,2.0,3.0,2.0,,4.0,other
10334,Slc11a1,,2.0,1.0,3.0,,longtail
10335,Slc12a2,,3.0,2.0,,2.0,expo
10336,Slc12a3,,,1.0,,,gamma
10337,Slc12a6,,,3.0,,1.0,gamma
10338,Slc12a7,,3.0,2.0,,,expo
10339,Slc12a8,,1.0,3.0,,2.0,gamma
10340,Slc12a9,1.0,1.0,3.0,,5.0,other
10341,Slc13a3,,5.0,1.0,1.0,,expo
10342,Slc14a1,,2.0,,1.0,,expo
10343,Slc14a2,,1.0,,,,expo
10344,Slc15a1,,,,,1.0,other
10345,Slc15a2,,2.0,1.0,,1.0,expo
10346,Slc15a3,,4.0,5.0,,,gamma
10347,Slc15a4,1.0,4.0,,,,expo
10348,Slc16a1,,,2.0,,,gamma
10349,Slc16a12,,,,,1.0,other
10350,Slc16a3,,1.0,7.0,,,gamma
10351,Slc16a4,3.0,2.0,,,,bimodal
10352,Slc16a5,,1.0,,,,expo
10353,Slc16a6,1.0,2.0,4.0,,1.0,gamma
10354,Slc17a2,,,1.0,,,gamma
10355,Slc17a4,,,2.0,,,gamma
10356,Slc17a5,,5.0,,,,expo
10357,Slc17a6,,,5.0,,2.0,gamma
10358,Slc17a7,,1.0,,,,expo
10359,Slc17a8,,,1.0,,,gamma
10360,Slc19a1,,,1.0,,,gamma
10361,Slc19a2,,1.0,,,,expo
10362,Slc19a3,,1.0,,,,expo
10363,Slc1a1,,,2.0,,,gamma
10364,Slc1a2,,1.0,,,,expo
10365,Slc1a3,,1.0,,,,expo
10366,Slc1a4,,6.0,3.0,2.0,2.0,expo
10367,Slc1a5,,,1.0,,2.0,other
10368,Slc20a1,,1.0,2.0,1.0,6.0,other
10369,Slc20a2,,,1.0,,,gamma
10370,Slc22a1,,,2.0,,1.0,gamma
10371,Slc22a17,,1.0,,,3.0,other
10372,Slc22a18,,,,1.0,2.0,other
10373,Slc22a2,,,,,2.0,other
10374,Slc22a21,,1.0,2.0,,1.0,gamma
10375,Slc22a23,,1.0,,,,expo
10376,Slc22a3,,1.0,,,,expo
10377,Slc22a5,,3.0,4.0,,2.0,gamma
10378,Slc23a1,,,,1.0,,longtail
10379,Slc23a3,,3.0,1.0,,,expo
10380,Slc23a4,,,1.0,,,gamma
10381,Slc24a5,,2.0,,,,expo
10382,Slc24a6,,,,,1.0,other
10383,Slc25a1,,4.0,3.0,,,expo
10384,Slc25a10,,1.0,6.0,,1.0,gamma
10385,Slc25a12,,,3.0,,1.0,gamma
10386,Slc25a13,,2.0,1.0,,1.0,expo
10387,Slc25a14,,2.0,3.0,,2.0,gamma
10388,Slc25a16,,,1.0,,,gamma
10389,Slc25a17,1.0,2.0,,,1.0,expo
10390,Slc25a2,,,3.0,,2.0,gamma
10391,Slc25a20,,1.0,,,,expo
10392,Slc25a23,,3.0,1.0,4.0,,longtail
10393,Slc25a24,,3.0,2.0,,1.0,expo
10394,Slc25a25,,,,,1.0,other
10395,Slc25a27,,1.0,,,,expo
10396,Slc25a3,,,1.0,,2.0,other
10397,Slc25a33,,4.0,,,,expo
10398,Slc25a34,,,,,1.0,other
10399,Slc25a35,,,1.0,,,gamma
10400,Slc25a36,,4.0,3.0,2.0,3.0,expo
10401,Slc25a37,,2.0,2.0,,6.0,other
10402,Slc25a38,,2.0,4.0,,6.0,other
10403,Slc25a39,,2.0,3.0,,1.0,gamma
10404,Slc25a41,,,,,1.0,other
10405,Slc25a42,,,3.0,1.0,2.0,gamma
10406,Slc25a44,1.0,,6.0,1.0,2.0,gamma
10407,Slc25a45,,1.0,4.0,,,gamma
10408,Slc25a46,1.0,,2.0,,1.0,gamma
10409,Slc25a48,,,1.0,,,gamma
10410,Slc25a5,,2.0,3.0,4.0,,longtail
10411,Slc26a10,,,2.0,,,gamma
10412,Slc26a2,,1.0,4.0,,1.0,gamma
10413,Slc26a3,,,,,1.0,other
10414,Slc26a4,,1.0,,,,expo
10415,Slc26a6,,,4.0,,2.0,gamma
10416,Slc26a8,,1.0,,,,expo
10417,Slc27a2,,,,,1.0,other
10418,Slc27a3,,1.0,,,,expo
10419,Slc27a6,,,1.0,,,gamma
10420,Slc28a1,,1.0,,,,expo
10421,Slc28a3,,,1.0,,,gamma
10422,Slc29a1,,1.0,2.0,,1.0,gamma
10423,Slc2a1,,6.0,2.0,,,expo
10424,Slc2a10,,1.0,,,,expo
10425,Slc2a12,,,1.0,,,gamma
10426,Slc2a2,,,1.0,,,gamma
10427,Slc2a3,,2.0,6.0,,1.0,gamma
10428,Slc2a4,,,1.0,,,gamma
10429,Slc2a6,,1.0,2.0,5.0,1.0,longtail
10430,Slc2a8,,1.0,3.0,,5.0,other
10431,Slc30a1,1.0,2.0,,,5.0,other
10432,Slc30a10,,1.0,3.0,,2.0,gamma
10433,Slc30a4,,1.0,3.0,,2.0,gamma
10434,Slc30a5,,,2.0,,4.0,other
10435,Slc30a6,,,2.0,,1.0,gamma
10436,Slc30a7,1.0,3.0,1.0,1.0,2.0,expo
10437,Slc30a9,,3.0,,,2.0,expo
10438,Slc31a1,,2.0,1.0,,1.0,expo
10439,Slc32a1,,,,,1.0,other
10440,Slc33a1,,2.0,1.0,,,expo
10441,Slc34a1,,,1.0,,,gamma
10442,Slc35a3,,,2.0,1.0,1.0,gamma
10443,Slc35a4,,,5.0,,,gamma
10444,Slc35b1,,1.0,3.0,1.0,1.0,gamma
10445,Slc35b2,,,,4.0,1.0,longtail
10446,Slc35b3,,1.0,3.0,,,gamma
10447,Slc35b4,,,1.0,,3.0,other
10448,Slc35c1,,3.0,1.0,,,expo
10449,Slc35c2,,1.0,1.0,,3.0,other
10450,Slc35d1,,,,,1.0,other
10451,Slc35d3,,,5.0,,1.0,gamma
10452,Slc35e3,,2.0,3.0,,,gamma
10453,Slc35e4,,2.0,,,4.0,other
10454,Slc35f3,,2.0,,1.0,1.0,expo
10455,Slc35f6,,1.0,2.0,,1.0,gamma
10456,Slc35g1,,2.0,1.0,,,expo
10457,Slc35g2,,1.0,,,,expo
10458,Slc36a1os,,,1.0,,,gamma
10459,Slc36a3,,1.0,,,,expo
10460,Slc36a3os,,,1.0,,,gamma
10461,Slc37a1,,5.0,,1.0,2.0,expo
10462,Slc37a2,,,2.0,,1.0,gamma
10463,Slc37a3,,2.0,4.0,,3.0,gamma
10464,Slc37a4,,4.0,2.0,,1.0,expo
10465,Slc38a10,1.0,1.0,2.0,,1.0,gamma
10466,Slc38a11,,,,,1.0,other
10467,Slc38a3,,1.0,1.0,,3.0,other
10468,Slc38a5,,1.0,,,,expo
10469,Slc38a6,,1.0,,,,expo
10470,Slc38a9,,5.0,1.0,,,expo
10471,Slc39a1,,,,1.0,,longtail
10472,Slc39a10,,2.0,1.0,,,expo
10473,Slc39a11,,,1.0,,2.0,other
10474,Slc39a3,,4.0,,,6.0,other
10475,Slc39a4,,7.0,2.0,2.0,1.0,expo
10476,Slc39a5,,,1.0,,,gamma
10477,Slc39a6,,1.0,1.0,,2.0,other
10478,Slc39a7,,2.0,1.0,,1.0,expo
10479,Slc39a8,,3.0,4.0,,,gamma
10480,Slc39a9,,,,,2.0,other
10481,Slc3a2,,3.0,,,1.0,expo
10482,Slc40a1,,1.0,,,,expo
10483,Slc41a3,,1.0,1.0,2.0,,longtail
10484,Slc44a2,,3.0,2.0,1.0,,expo
10485,Slc44a3,,,1.0,,,gamma
10486,Slc45a2,,,,,1.0,other
10487,Slc45a3,,,1.0,,,gamma
10488,Slc46a1,,,,,1.0,other
10489,Slc49a4,,1.0,,,,expo
10490,Slc4a1,,,1.0,,,gamma
10491,Slc4a11,,,4.0,,1.0,gamma
10492,Slc4a1ap,,,2.0,,3.0,other
10493,Slc4a3,,1.0,,,,expo
10494,Slc4a4,,,1.0,,,gamma
10495,Slc4a5,,,1.0,,,gamma
10496,Slc4a7,,3.0,2.0,,,expo
10497,Slc4a8,,1.0,,,6.0,other
10498,Slc4a9,,,,,1.0,other
10499,Slc50a1,,1.0,2.0,,1.0,gamma
10500,Slc5a11,,,,,1.0,other
10501,Slc5a2,,,,,2.0,other
10502,Slc5a3,,2.0,1.0,,1.0,expo
10503,Slc5a5,,,,,1.0,other
10504,Slc5a6,,,1.0,,,gamma
10505,Slc5a7,,,1.0,,,gamma
10506,Slc5a8,,,1.0,,,gamma
10507,Slc5a9,,1.0,,,,expo
10508,Slc66a2,,3.0,1.0,,,expo
10509,Slc6a1,,,1.0,,,gamma
10510,Slc6a12,,3.0,1.0,,,expo
10511,Slc6a13,,1.0,1.0,,2.0,other
10512,Slc6a19,,2.0,,,,expo
10513,Slc6a20a,,,1.0,,,gamma
10514,Slc6a3,,,,,1.0,other
10515,Slc6a4,,,2.0,,,gamma
10516,Slc6a6,,3.0,2.0,1.0,5.0,other
10517,Slc6a7,,,1.0,,,gamma
10518,Slc6a9,1.0,4.0,,1.0,2.0,expo
10519,Slc7a10,,,,,3.0,other
10520,Slc7a11,,,1.0,,,gamma
10521,Slc7a14,,1.0,1.0,,3.0,other
10522,Slc7a2,,1.0,,,,expo
10523,Slc7a3,,2.0,4.0,,,gamma
10524,Slc7a4,1.0,2.0,1.0,,,expo
10525,Slc7a6,,1.0,2.0,1.0,,gamma
10526,Slc7a6os,,,,,1.0,other
10527,Slc7a7,,,,,1.0,other
10528,Slc7a9,,1.0,,,,expo
10529,Slc8a1,,,1.0,,,gamma
10530,Slc8a2,,,1.0,,,gamma
10531,Slc8b1,,1.0,,,,expo
10532,Slc9a1,,1.0,,,2.0,other
10533,Slc9a3r1,,,2.0,1.0,,gamma
10534,Slc9a3r2,,1.0,,,,expo
10535,Slc9a5,2.0,3.0,,,,expo
10536,Slc9a8,1.0,1.0,2.0,1.0,4.0,other
10537,Slc9b2,,,2.0,,,gamma
10538,Slco1a6,,,1.0,,,gamma
10539,Slco2a1,,,,,2.0,other
10540,Slco2b1,,,1.0,,,gamma
10541,Slco4a1,1.0,4.0,,1.0,,expo
10542,Slco5a1,,1.0,,,,expo
10543,Slfn1,,4.0,3.0,,,expo
10544,Slfn10-ps,,1.0,,,,expo
10545,Slfn14,,,1.0,,,gamma
10546,Slirp,,,2.0,,,gamma
10547,Slit2,,1.0,,,,expo
10548,Slit3,,,1.0,,3.0,other
10549,Slitrk1,,1.0,,,,expo
10550,Slmap,,2.0,1.0,,1.0,expo
10551,Slmo1,,,,,2.0,other
10552,Sln,,,3.0,1.0,1.0,gamma
10553,Slpi,,2.0,5.0,4.0,1.0,gamma
10554,Slu7,2.0,5.0,3.0,,1.0,expo
10555,Slx4,,,2.0,,1.0,gamma
10556,Slx4ip,,1.0,2.0,,1.0,gamma
10557,Smad1,1.0,3.0,1.0,,5.0,other
10558,Smad2,1.0,,3.0,,,gamma
10559,Smad3,,,2.0,,4.0,other
10560,Smad4,,,2.0,,,gamma
10561,Smad5,,3.0,4.0,,1.0,gamma
10562,Smad6,,,1.0,,,gamma
10563,Smagp,,,1.0,,,gamma
10564,Smap1,,3.0,2.0,,,expo
10565,Smap2,,2.0,4.0,2.0,1.0,gamma
10566,Smarca1,,1.0,,,,expo
10567,Smarca2,,,2.0,,,gamma
10568,Smarca4,1.0,1.0,2.0,,,gamma
10569,Smarca5,,3.0,2.0,,1.0,expo
10570,Smarcal1,,,1.0,,,gamma
10571,Smarcb1,,3.0,1.0,,4.0,other
10572,Smarcc1,,,2.0,,1.0,gamma
10573,Smarcd1,,,,,1.0,other
10574,Smarce1,1.0,5.0,1.0,1.0,,expo
10575,Smc1a,,1.0,1.0,,2.0,other
10576,Smc2,,,6.0,,,gamma
10577,Smc3,,5.0,,,3.0,expo
10578,Smc4,,1.0,4.0,,,gamma
10579,Smc5,,,,,1.0,other
10580,Smc6,,4.0,,,,expo
10581,Smchd1,,1.0,1.0,,5.0,other
10582,Smco4,,1.0,3.0,,,gamma
10583,Smek1,,1.0,2.0,,3.0,other
10584,Smek2,1.0,1.0,,,2.0,other
10585,Smg1,,2.0,,,,expo
10586,Smg7,,,1.0,,5.0,other
10587,Smg8,,,2.0,,1.0,gamma
10588,Smg9,,2.0,,,1.0,expo
10589,Smim10l1,,,,,2.0,other
10590,Smim10l2a,,2.0,,,1.0,expo
10591,Smim11,,1.0,,,,expo
10592,Smim14,,,3.0,,,gamma
10593,Smim15,,1.0,,,2.0,other
10594,Smim19,,1.0,,,3.0,other
10595,Smim20,,1.0,,,,expo
10596,Smim26,,2.0,,,1.0,expo
10597,Smim27,,,,,1.0,other
10598,Smim5,,,1.0,,,gamma
10599,Smim6,,1.0,,,,expo
10600,Smim7,,5.0,1.0,,,expo
10601,Smim8,,2.0,,,,expo
10602,Smn1,,,5.0,,,gamma
10603,Smndc1,,1.0,6.0,,,gamma
10604,Smoc1,,1.0,,,,expo
10605,Smok2b,,,1.0,,,gamma
10606,Smox,,1.0,4.0,1.0,3.0,gamma
10607,Smpd1,1.0,,2.0,1.0,,gamma
10608,Smpd2,,,,,1.0,other
10609,Smpd3,,,1.0,,,gamma
10610,Smpdl3a,,2.0,9.0,,1.0,gamma
10611,Smpdl3b,,3.0,5.0,,,gamma
10612,Smpx,,1.0,,,,expo
10613,Smr2,,,,,1.0,other
10614,Sms,,,1.0,,,gamma
10615,Smtn,,,3.0,,2.0,gamma
10616,Smtnl2,,,4.0,,1.0,gamma
10617,Smug1,,1.0,5.0,,1.0,gamma
10618,Smurf1,,1.0,2.0,,,gamma
10619,Smyd1,,,2.0,,1.0,gamma
10620,Smyd2,,,1.0,,,gamma
10621,Smyd3,,,2.0,,,gamma
10622,Smyd5,,1.0,4.0,,,gamma
10623,Snai2,,,,,1.0,other
10624,Snap23,,2.0,1.0,,1.0,expo
10625,Snap91,1.0,,,,,bimodal
10626,Snapc1,,,,,1.0,other
10627,Snapc3,,3.0,7.0,,2.0,gamma
10628,Snapc4,,,,,4.0,other
10629,Snapin,1.0,2.0,,5.0,3.0,longtail
10630,Snca,,3.0,1.0,2.0,,expo
10631,Sncb,,,3.0,,,gamma
10632,Sncg,,3.0,1.0,1.0,1.0,expo
10633,Snf1lk,,1.0,,,,expo
10634,Snf1lk2,,,,,2.0,other
10635,Snf8,1.0,3.0,,,,expo
10636,Snhg1,,,1.0,,2.0,other
10637,Snhg11,,,,,1.0,other
10638,Snhg6,,2.0,,,,expo
10639,Snip1,,,2.0,,,gamma
10640,Snn,,1.0,,3.0,1.0,longtail
10641,Snord35b,,1.0,,,,expo
10642,Snord8,,1.0,,,,expo
10643,Snph,,,1.0,,,gamma
10644,Snrk,,,1.0,2.0,1.0,longtail
10645,Snrnp25,,,,,2.0,other
10646,Snrnp27,,,2.0,,1.0,gamma
10647,Snrnp40,1.0,,2.0,,,gamma
10648,Snrnp48,,,2.0,,4.0,other
10649,Snrpa,,,1.0,,,gamma
10650,Snrpa1,,1.0,2.0,,,gamma
10651,Snrpb,,,2.0,,1.0,gamma
10652,Snrpb2,,,3.0,,1.0,gamma
10653,Snrpc,,,2.0,,,gamma
10654,Snrpd3,,1.0,4.0,,5.0,other
10655,Snrpe,,,2.0,,,gamma
10656,Snrpg,,,2.0,,1.0,gamma
10657,Sntb1,,,3.0,,,gamma
10658,Sntg2,,1.0,1.0,,3.0,other
10659,Snupn,,5.0,1.0,,1.0,expo
10660,Snx1,,1.0,,,,expo
10661,Snx10,,1.0,1.0,1.0,2.0,other
10662,Snx11,,1.0,2.0,,7.0,other
10663,Snx12,,1.0,2.0,,1.0,gamma
10664,Snx14,,,2.0,,1.0,gamma
10665,Snx15,,2.0,1.0,3.0,4.0,other
10666,Snx16,1.0,5.0,2.0,,1.0,expo
10667,Snx17,,,2.0,,1.0,gamma
10668,Snx18,2.0,6.0,1.0,,,expo
10669,Snx2,,1.0,3.0,1.0,1.0,gamma
10670,Snx21,,,4.0,,,gamma
10671,Snx22,,,1.0,,,gamma
10672,Snx25,,5.0,4.0,2.0,2.0,expo
10673,Snx27,2.0,,2.0,,3.0,other
10674,Snx3,,,2.0,,,gamma
10675,Snx30,,1.0,,,,expo
10676,Snx31,,,1.0,,,gamma
10677,Snx33,,4.0,,,,expo
10678,Snx4,,5.0,4.0,1.0,,expo
10679,Snx5,1.0,3.0,2.0,,1.0,expo
10680,Snx7,,,,,2.0,other
10681,Snx9,,2.0,8.0,,1.0,gamma
10682,Soat1,,4.0,3.0,3.0,2.0,expo
10683,Soat2,2.0,1.0,5.0,,1.0,gamma
10684,Sobp,1.0,3.0,2.0,1.0,1.0,expo
10685,Socs1,,,1.0,1.0,3.0,other
10686,Socs2,,7.0,4.0,,1.0,expo
10687,Socs3,,1.0,4.0,,,gamma
10688,Socs7,,2.0,1.0,4.0,2.0,longtail
10689,Sod1,,4.0,2.0,,2.0,expo
10690,Son,1.0,2.0,2.0,,5.0,other
10691,Sorbs1,,2.0,4.0,,3.0,gamma
10692,Sorbs2,,,1.0,,,gamma
10693,Sorcs1,,1.0,,,,expo
10694,Sorcs2,,1.0,3.0,,1.0,gamma
10695,Sorl1,,4.0,,5.0,2.0,longtail
10696,Sort1,,1.0,,4.0,1.0,longtail
10697,Sos1,1.0,1.0,1.0,,3.0,other
10698,Sowaha,,,1.0,,,gamma
10699,Sox15,,,,,2.0,other
10700,Sox17,,1.0,,,,expo
10701,Sox4,,4.0,3.0,,,expo
10702,Sox5,,,1.0,,4.0,other
10703,Sox5os3,,,1.0,,,gamma
10704,Sox6,,,1.0,,,gamma
10705,Sox9,,,,,1.0,other
10706,Sp1,1.0,5.0,2.0,,2.0,expo
10707,Sp100,,,1.0,3.0,,longtail
10708,Sp2,,4.0,1.0,1.0,3.0,expo
10709,Sp3,1.0,4.0,,,,expo
10710,Sp4,,1.0,4.0,,1.0,gamma
10711,Sp5,,1.0,,,,expo
10712,Sp9,,,3.0,,,gamma
10713,Spa17,1.0,,,,,bimodal
10714,Spaca5,,,,,1.0,other
10715,Spag4,,,1.0,,,gamma
10716,Spag5,,4.0,7.0,,1.0,gamma
10717,Spag6,,1.0,2.0,,1.0,gamma
10718,Spag7,,5.0,1.0,,3.0,expo
10719,Sparc,,2.0,2.0,,3.0,other
10720,Sparcl1,,1.0,,,,expo
10721,Spast,,1.0,3.0,,2.0,gamma
10722,Spata13,1.0,,,,,bimodal
10723,Spata2,,,1.0,2.0,1.0,longtail
10724,Spata31d1b,,,,,1.0,other
10725,Spata6,,1.0,4.0,,1.0,gamma
10726,Spata7,,3.0,4.0,,1.0,gamma
10727,Spata9,,1.0,,,,expo
10728,Spats1,,1.0,6.0,,,gamma
10729,Spats2l,,,1.0,,,gamma
10730,Spc24,,,5.0,,,gamma
10731,Spc25,,,7.0,,,gamma
10732,Spcs1,,,2.0,,,gamma
10733,Spcs2,1.0,2.0,3.0,,4.0,other
10734,Spdef,,,,,1.0,other
10735,Spdl1,,2.0,,,,expo
10736,Specc1,,,4.0,,1.0,gamma
10737,Specc1l,,1.0,3.0,,,gamma
10738,Speer6-ps1,,,1.0,,,gamma
10739,Speer7-ps1,,,1.0,,,gamma
10740,Speg,,,1.0,,,gamma
10741,Spen,,,2.0,,5.0,other
10742,Spg11,,,2.0,,1.0,gamma
10743,Spg20,,2.0,,,1.0,expo
10744,Spg21,,,2.0,,,gamma
10745,Sphk1,,,1.0,,,gamma
10746,Sphk2,,2.0,1.0,,1.0,expo
10747,Spidr,,,,,4.0,other
10748,Spin1,,1.0,4.0,,3.0,gamma
10749,Spin4,3.0,,2.0,,,bimodal
10750,Spink10,,1.0,,,,expo
10751,Spink6,,,1.0,,,gamma
10752,Spint1,,1.0,,,,expo
10753,Spint2,,6.0,1.0,2.0,1.0,expo
10754,Spire1,,,,1.0,,longtail
10755,Spire2,,,1.0,,,gamma
10756,Spna2,,3.0,1.0,,,expo
10757,Spnb3,,1.0,,,,expo
10758,Spns1,,2.0,,4.0,,longtail
10759,Spns3,,,1.0,,,gamma
10760,Spo11,,,1.0,,,gamma
10761,Spock2,,,3.0,,,gamma
10762,Spock3,,,1.0,,,gamma
10763,Spon1,,,1.0,,,gamma
10764,Spon2,,1.0,,,,expo
10765,Spop,,1.0,,,,expo
10766,Spp1,,6.0,3.0,,1.0,expo
10767,Sppl2b,,,1.0,,,gamma
10768,Sppl3,,7.0,,,2.0,expo
10769,Spr,1.0,1.0,3.0,,,gamma
10770,Spred2,1.0,1.0,1.0,,3.0,other
10771,Spred3,,,,,1.0,other
10772,Sprr1a,,,1.0,,,gamma
10773,Sprr2a,,1.0,1.0,,3.0,other
10774,Sprr2a3,,,1.0,,,gamma
10775,Sprr2d,,,1.0,,2.0,other
10776,Sprr2e,,,1.0,,,gamma
10777,Sprr2f,,,1.0,,,gamma
10778,Sprr2h,,,1.0,,,gamma
10779,Sprr2k,,,1.0,,,gamma
10780,Spry2,,1.0,3.0,,1.0,gamma
10781,Spryd3,,,,,3.0,other
10782,Spryd4,,,,1.0,,longtail
10783,Spryd7,,,,,3.0,other
10784,Spsb4,,,2.0,,,gamma
10785,Spta1,,,1.0,,,gamma
10786,Sptan1,,,3.0,1.0,1.0,gamma
10787,Sptbn1,,2.0,4.0,,,gamma
10788,Sptlc1,,,1.0,,,gamma
10789,Spty2d1,,3.0,1.0,,,expo
10790,Spx,,,1.0,,,gamma
10791,Sqle,,6.0,,1.0,2.0,expo
10792,Sqrdl,,1.0,2.0,,,gamma
10793,Sqstm1,,4.0,,,1.0,expo
10794,Sra1,,4.0,1.0,1.0,2.0,expo
10795,Src,,,,,1.0,other
10796,Srcap,,1.0,,,2.0,other
10797,Srcin1,,1.0,,,,expo
10798,Srebf1,,1.0,1.0,,2.0,other
10799,Srebf2,,1.0,3.0,,4.0,other
10800,Srek1ip1,,2.0,3.0,,2.0,gamma
10801,Srf,,3.0,4.0,,3.0,gamma
10802,Srfbp1,,,4.0,,,gamma
10803,Srgap2,,,3.0,,,gamma
10804,Srgap3,,2.0,4.0,,,gamma
10805,Srgn,,3.0,2.0,,1.0,expo
10806,Sri,,,2.0,,,gamma
10807,Srl,,,1.0,,,gamma
10808,Srm,,3.0,5.0,,1.0,gamma
10809,Srms,,,,,2.0,other
10810,Srp14,,,2.0,,,gamma
10811,Srp19,,3.0,,,2.0,expo
10812,Srp54c,,1.0,,,,expo
10813,Srp68,,2.0,,,,expo
10814,Srp72,,3.0,,2.0,,expo
10815,Srp9,2.0,1.0,1.0,,3.0,other
10816,Srpk1,,5.0,2.0,3.0,,expo
